code	name	shortFileName	action	object
333241	Food Product Machinery Manufacturing	FoodProduct	Manufacture	Food Product
333242	Semiconductor Machinery Manufacturing	SemiconductorMachinery	Manufacture	Semiconductor Machinery
333243	Sawmill, Woodworking, and Paper Machinery Manufacturing	Sawmill	Manufacture	Sawmill
333248	All Other Industrial Machinery Manufacturing	IndustrialMachinery	Manufacture	Industrial Machinery
333310	Commercial and Service Industry Machinery Manufacturing	CommercialService	Manufacture	Commercial Service
333413	Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing	IndustrialCommercial	Manufacture	Industrial Commercial
333414	Heating Equipment (except Warm Air Furnaces) Manufacturing	HeatingEquipment	Manufacture	Heating Equipment
333415	Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing	Air-ConditioningWarm	Manufacture	Air-Conditioning Warm
333511	Industrial Mold Manufacturing	IndustrialMold	Manufacture	Industrial Mold
333514	Special Die and Tool, Die Set, Jig, and Fixture Manufacturing	SpecialDie	Manufacture	Special Die
333515	Cutting Tool and Machine Tool Accessory Manufacturing	CuttingTool	Manufacture	Cutting Tool
333517	Machine Tool Manufacturing	MachineTool	Manufacture	Machine Tool
333519	Rolling Mill and Other Metalworking Machinery Manufacturing	RollingMill	Manufacture	Rolling Mill
333611	Turbine and Turbine Generator Set Units Manufacturing	TurbineTurbine	Manufacture	Turbine Turbine
333612	Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing	SpeedChanger	Manufacture	Speed Changer
333613	Mechanical Power Transmission Equipment Manufacturing	MechanicalPower	Manufacture	Mechanical Power
333618	Other Engine Equipment Manufacturing	EngineEquipment	Manufacture	Engine Equipment
333912	Air and Gas Compressor Manufacturing	AirGas	Manufacture	Air Gas
333914	Measuring, Dispensing, and Other Pumping Equipment Manufacturing	Measuring	Manufacture	Measuring
333921	Elevator and Moving Stairway Manufacturing	ElevatorMoving	Manufacture	Elevator Moving
333922	Conveyor and Conveying Equipment Manufacturing	ConveyorConveying	Manufacture	Conveyor Conveying
333923	Overhead Traveling Crane, Hoist, and Monorail System Manufacturing	OverheadTraveling	Manufacture	Overhead Traveling
333924	Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing	IndustrialTruck	Manufacture	Industrial Truck
333991	Power-Driven Handtool Manufacturing	Power-DrivenHandtool	Manufacture	Power-Driven Handtool
333992	Welding and Soldering Equipment Manufacturing	WeldingSoldering	Manufacture	Welding Soldering
333993	Packaging Machinery Manufacturing	PackagingMachinery	Manufacture	Packaging Machinery
333994	Industrial Process Furnace and Oven Manufacturing	IndustrialProcess	Manufacture	Industrial Process
333995	Fluid Power Cylinder and Actuator Manufacturing	FluidPower	Manufacture	Fluid Power
333996	Fluid Power Pump and Motor Manufacturing	FluidPower	Manufacture	Fluid Power
333998	All Other Miscellaneous General Purpose Machinery Manufacturing	GeneralPurpose	Manufacture	General Purpose
334111	Electronic Computer Manufacturing	ElectronicComputer	Manufacture	Electronic Computer
334112	Computer Storage Device Manufacturing	ComputerStorage	Manufacture	Computer Storage
334118	Computer Terminal and Other Computer Peripheral Equipment Manufacturing	ComputerTerminal	Manufacture	Computer Terminal
334210	Telephone Apparatus Manufacturing	TelephoneApparatus	Manufacture	Telephone Apparatus
334220	Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing	RadioTelevision	Manufacture	Radio Television
334290	Other Communications Equipment Manufacturing	CommunicationsEquipment	Manufacture	Communications Equipment
334310	Audio and Video Equipment Manufacturing	AudioVideo	Manufacture	Audio Video
334412	Bare Printed Circuit Board Manufacturing	BarePrinted	Fabricate	Bare Printed
334413	Semiconductor and Related Device Manufacturing	Semiconductor	Fabricate	Semiconductor
334416	Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing	Capacitor	Fabricate	Capacitor
334417	Electronic Connector Manufacturing	ElectronicConnector	Fabricate	Electronic Connector
334418	Printed Circuit Assembly (Electronic Assembly) Manufacturing	PrintedCircuit	Fabricate	Printed Circuit
334419	Other Electronic Component Manufacturing	ElectronicComponent	Fabricate	Electronic Component
334510	Electromedical and Electrotherapeutic Apparatus Manufacturing	ElectromedicalElectrotherapeutic	Manufacture	Electromedical Electrotherapeutic
334511	Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing	Search	Manufacture	Search
334512	Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use	AutomaticEnvironmental	Manufacture	Automatic Environmental
334513	Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables	Instruments	Manufacture	Instruments
334514	Totalizing Fluid Meter and Counting Device Manufacturing	TotalizingFluid	Manufacture	Totalizing Fluid
334515	Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals	InstrumentManufacturing	Manufacture	Instrument Manufacturing
334516	Analytical Laboratory Instrument Manufacturing	AnalyticalLaboratory	Manufacture	Analytical Laboratory
334517	Irradiation Apparatus Manufacturing	IrradiationApparatus	Manufacture	Irradiation Apparatus
334519	Other Measuring and Controlling Device Manufacturing	MeasuringControlling	Manufacture	Measuring Controlling
334610	Manufacturing and Reproducing Magnetic and Optical Media	ManufacturingReproducing	Manufacture	Manufacturing Reproducing
335131	Residential Electric Lighting Fixture Manufacturing	ResidentialElectric	Manufacture	Residential Electric
335132	Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing	Commercial	Manufacture	Commercial
335139	Electric Lamp Bulb and Other Lighting Equipment Manufacturing	ElectricLamp	Manufacture	Electric Lamp
335210	Small Electrical Appliance Manufacturing	SmallElectrical	Manufacture	Small Electrical
335220	Major Household Appliance Manufacturing	MajorHousehold	Manufacture	Major Household
335311	Power, Distribution, and Specialty Transformer Manufacturing	Power	Manufacture	Power
335312	Motor and Generator Manufacturing	MotorGenerator	Manufacture	Motor Generator
335313	Switchgear and Switchboard Apparatus Manufacturing	SwitchgearSwitchboard	Manufacture	Switchgear Switchboard
335314	Relay and Industrial Control Manufacturing	RelayIndustrial	Manufacture	Relay Industrial
335910	Battery Manufacturing	Battery	Manufacture	Battery
335921	Fiber Optic Cable Manufacturing	FiberOptic	Manufacture	Fiber Optic
335929	Other Communication and Energy Wire Manufacturing	CommunicationEnergy	Manufacture	Communication Energy
335931	Current-Carrying Wiring Device Manufacturing	Current-CarryingWiring	Manufacture	Current-Carrying Wiring
335932	Noncurrent-Carrying Wiring Device Manufacturing	Noncurrent-CarryingWiring	Manufacture	Noncurrent-Carrying Wiring
335991	Carbon and Graphite Product Manufacturing	CarbonGraphite	Manufacture	Carbon Graphite
335999	All Other Miscellaneous Electrical Equipment and Component Manufacturing	ElectricalEquipment	Manufacture	Electrical Equipment
336110	Automobile and Light Duty Motor Vehicle Manufacturing	AutomobileLight	Manufacture	Automobile Light
336120	Heavy Duty Truck Manufacturing	HeavyDuty	Manufacture	Heavy Duty
336211	Motor Vehicle Body Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336212	Truck Trailer Manufacturing	TruckTrailer	Manufacture	Truck Trailer
336213	Motor Home Manufacturing	MotorHome	Manufacture	Motor Home
336214	Travel Trailer and Camper Manufacturing	TravelTrailer	Manufacture	Travel Trailer
336310	Motor Vehicle Gasoline Engine and Engine Parts Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336320	Motor Vehicle Electrical and Electronic Equipment Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336330	Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336340	Motor Vehicle Brake System Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336350	Motor Vehicle Transmission and Power Train Parts Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336360	Motor Vehicle Seating and Interior Trim Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336370	Motor Vehicle Metal Stamping	MotorVehicle	Manufacture	Motor Vehicle
336390	Other Motor Vehicle Parts Manufacturing	MotorVehicle	Manufacture	Motor Vehicle
336411	Aircraft Manufacturing	Aircraft	Manufacture	Aircraft
336412	Aircraft Engine and Engine Parts Manufacturing	AircraftEngine	Manufacture	Aircraft Engine
336413	Other Aircraft Parts and Auxiliary Equipment Manufacturing	AircraftParts	Manufacture	Aircraft Parts
336414	Guided Missile and Space Vehicle Manufacturing	GuidedMissile	Manufacture	Guided Missile
336415	Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing	GuidedMissile	Manufacture	Guided Missile
336419	Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing	GuidedMissile	Manufacture	Guided Missile
336510	Railroad Rolling Stock Manufacturing	RailroadRolling	Manufacture	Railroad Rolling
336611	Ship Building and Repairing	ShipBuilding	Build	Ship Building
336612	Boat Building	BoatBuilding	Build	Boat Building
336991	Motorcycle, Bicycle, and Parts Manufacturing	Motorcycle	Manufacture	Motorcycle
336992	Military Armored Vehicle, Tank, and Tank Component Manufacturing	MilitaryArmored	Manufacture	Military Armored
336999	All Other Transportation Equipment Manufacturing	TransportationEquipment	Manufacture	Transportation Equipment
337110	Wood Kitchen Cabinet and Countertop Manufacturing	WoodKitchen	Manufacture	Wood Kitchen
337121	Upholstered Household Furniture Manufacturing	UpholsteredHousehold	Manufacture	Upholstered Household
337122	Nonupholstered Wood Household Furniture Manufacturing	NonupholsteredWood	Manufacture	Nonupholstered Wood
337126	Household Furniture (except Wood and Upholstered) Manufacturing	HouseholdFurniture	Manufacture	Household Furniture
337127	Institutional Furniture Manufacturing	InstitutionalFurniture	Manufacture	Institutional Furniture
337211	Wood Office Furniture Manufacturing	WoodOffice	Manufacture	Wood Office
337212	Custom Architectural Woodwork and Millwork Manufacturing	CustomArchitectural	Manufacture	Custom Architectural
337214	Office Furniture (except Wood) Manufacturing	OfficeFurniture	Manufacture	Office Furniture
337215	Showcase, Partition, Shelving, and Locker Manufacturing	Showcase	Manufacture	Showcase
337910	Mattress Manufacturing	Mattress	Manufacture	Mattress
337920	Blind and Shade Manufacturing	BlindShade	Manufacture	Blind Shade
339112	Surgical and Medical Instrument Manufacturing	SurgicalMedical	Manufacture	Surgical Medical
339113	Surgical Appliance and Supplies Manufacturing	SurgicalAppliance	Manufacture	Surgical Appliance
339114	Dental Equipment and Supplies Manufacturing	DentalEquipment	Manufacture	Dental Equipment
339115	Ophthalmic Goods Manufacturing	OphthalmicGoods	Manufacture	Ophthalmic Goods
339116	Dental Laboratories	DentalLaboratories	Manufacture	Dental Laboratories
339910	Jewelry and Silverware Manufacturing	JewelrySilverware	Manufacture	Jewelry Silverware
339920	Sporting and Athletic Goods Manufacturing	SportingAthletic	Manufacture	Sporting Athletic
339930	Doll, Toy, and Game Manufacturing	Doll	Manufacture	Doll
339940	Office Supplies (except Paper) Manufacturing	OfficeSupplies	Manufacture	Office Supplies
339950	Sign Manufacturing	Sign	Manufacture	Sign
339991	Gasket, Packing, and Sealing Device Manufacturing	Gasket	Manufacture	Gasket
339992	Musical Instrument Manufacturing	MusicalInstrument	Manufacture	Musical Instrument
339993	Fastener, Button, Needle, and Pin Manufacturing	Fastener	Manufacture	Fastener
339994	Broom, Brush, and Mop Manufacturing	Broom	Manufacture	Broom
339995	Burial Casket Manufacturing	BurialCasket	Manufacture	Burial Casket
339999	All Other Miscellaneous Manufacturing	Miscellaneous	Manufacture	
423110	Automobile and Other Motor Vehicle Merchant Wholesalers	Automobile	Wholesale	Automobile
423120	Motor Vehicle Supplies and New Parts Merchant Wholesalers	MotorVehicle	Wholesale	Motor Vehicle
423130	Tire and Tube Merchant Wholesalers	TireTube	Wholesale	Tire Tube
423140	Motor Vehicle Parts (Used) Merchant Wholesalers	MotorVehicle	Wholesale	Motor Vehicle
423210	Furniture Merchant Wholesalers	Furniture	Wholesale	Furniture
423220	Home Furnishing Merchant Wholesalers	HomeFurnishing	Wholesale	Home Furnishing
423310	Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers	Lumber	Wholesale	Lumber
423320	Brick, Stone, and Related Construction Material Merchant Wholesalers	Brick	Wholesale	Brick
423330	Roofing, Siding, and Insulation Material Merchant Wholesalers	Roofing	Wholesale	Roofing
423390	Other Construction Material Merchant Wholesalers	ConstructionMaterial	Wholesale	Construction Material
423410	Photographic Equipment and Supplies Merchant Wholesalers	PhotographicEquipment	Wholesale	Photographic Equipment
423420	Office Equipment Merchant Wholesalers	OfficeEquipment	Wholesale	Office Equipment
423430	Computer and Computer Peripheral Equipment and Software Merchant Wholesalers	ComputerComputer	Wholesale	Computer Computer
423440	Other Commercial Equipment Merchant Wholesalers	CommercialEquipment	Wholesale	Commercial Equipment
423450	Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers	Medical	Wholesale	Medical
423460	Ophthalmic Goods Merchant Wholesalers	OphthalmicGoods	Wholesale	Ophthalmic Goods
423490	Other Professional Equipment and Supplies Merchant Wholesalers	ProfessionalEquipment	Wholesale	Professional Equipment
423510	Metal Service Centers and Other Metal Merchant Wholesalers	MetalService	Wholesale	Metal Service
423520	Coal and Other Mineral and Ore Merchant Wholesalers	Coal	Wholesale	Coal
423610	Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers	ElectricalApparatus	Wholesale	Electrical Apparatus
423620	Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers	HouseholdAppliances	Wholesale	Household Appliances
423690	Other Electronic Parts and Equipment Merchant Wholesalers	ElectronicParts	Wholesale	Electronic Parts
423710	Hardware Merchant Wholesalers	Hardware	Wholesale	Hardware
423720	Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers	PlumbingHeating	Wholesale	Plumbing Heating
423730	Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers	WarmAir	Wholesale	Warm Air
423740	Refrigeration Equipment and Supplies Merchant Wholesalers	RefrigerationEquipment	Wholesale	Refrigeration Equipment
423810	Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers	ConstructionMining	Wholesale	Construction Mining
423820	Farm and Garden Machinery and Equipment Merchant Wholesalers	FarmGarden	Wholesale	Farm Garden
423830	Industrial Machinery and Equipment Merchant Wholesalers	IndustrialMachinery	Wholesale	Industrial Machinery
423840	Industrial Supplies Merchant Wholesalers	IndustrialSupplies	Wholesale	Industrial Supplies
423850	Service Establishment Equipment and Supplies Merchant Wholesalers	ServiceEstablishment	Wholesale	Service Establishment
423860	Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers	TransportationEquipment	Wholesale	Transportation Equipment
423910	Sporting and Recreational Goods and Supplies Merchant Wholesalers	SportingRecreational	Wholesale	Sporting Recreational
423920	Toy and Hobby Goods and Supplies Merchant Wholesalers	ToyHobby	Wholesale	Toy Hobby
423930	Recyclable Material Merchant Wholesalers	RecyclableMaterial	Wholesale	Recyclable Material
423940	Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers	Jewelry	Wholesale	Jewelry
423990	Other Miscellaneous Durable Goods Merchant Wholesalers	DurableGoods	Wholesale	Durable Goods
424110	Printing and Writing Paper Merchant Wholesalers	PrintingWriting	Distribute	Printing Writing
424120	Stationery and Office Supplies Merchant Wholesalers	StationeryOffice	Distribute	Stationery Office
424130	Industrial and Personal Service Paper Merchant Wholesalers	IndustrialPersonal	Distribute	Industrial Personal
424210	Drugs and Druggists' Sundries Merchant Wholesalers	DrugsDruggists'	Distribute	Drugs Druggists'
424310	Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers	PieceGoods	Wholesale	Piece Goods
424340	Footwear Merchant Wholesalers	Footwear	Wholesale	Footwear
424350	Clothing and Clothing Accessories Merchant Wholesalers	ClothingClothing	Wholesale	Clothing Clothing
424410	General Line Grocery Merchant Wholesalers	GeneralLine	Distribute	General Line
424420	Packaged Frozen Food Merchant Wholesalers	PackagedFrozen	Distribute	Packaged Frozen
424430	Dairy Product (except Dried or Canned) Merchant Wholesalers	DairyProduct	Distribute	Dairy Product
424440	Poultry and Poultry Product Merchant Wholesalers	PoultryPoultry	Distribute	Poultry Poultry
424450	Confectionery Merchant Wholesalers	Confectionery	Distribute	Confectionery
424460	Fish and Seafood Merchant Wholesalers	FishSeafood	Distribute	Fish Seafood
424470	Meat and Meat Product Merchant Wholesalers	MeatMeat	Distribute	Meat Meat
424480	Fresh Fruit and Vegetable Merchant Wholesalers	FreshFruit	Distribute	Fresh Fruit
424490	Other Grocery and Related Products Merchant Wholesalers	Grocery	Distribute	Grocery
424510	Grain and Field Bean Merchant Wholesalers	GrainField	Wholesale	Grain Field
424520	Livestock Merchant Wholesalers	Livestock	Wholesale	Livestock
424590	Other Farm Product Raw Material Merchant Wholesalers	FarmProduct	Wholesale	Farm Product
424610	Plastics Materials and Basic Forms and Shapes Merchant Wholesalers	PlasticsMaterials	Wholesale	Plastics Materials
424690	Other Chemical and Allied Products Merchant Wholesalers	ChemicalAllied	Wholesale	Chemical Allied
424710	Petroleum Bulk Stations and Terminals	PetroleumBulk	Distribute	Petroleum Bulk
424720	Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)	PetroleumPetroleum	Distribute	Petroleum Petroleum
424810	Beer and Ale Merchant Wholesalers	BeerAle	Distribute	Beer Ale
424820	Wine and Distilled Alcoholic Beverage Merchant Wholesalers	WineDistilled	Distribute	Wine Distilled
424910	Farm Supplies Merchant Wholesalers	FarmSupplies	Wholesale	Farm Supplies
424920	Book, Periodical, and Newspaper Merchant Wholesalers	Book	Wholesale	Book
424930	Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers	Flower	Wholesale	Flower
424940	Tobacco Product and Electronic Cigarette Merchant Wholesalers	TobaccoProduct	Wholesale	Tobacco Product
424950	Paint, Varnish, and Supplies Merchant Wholesalers	Paint	Wholesale	Paint
424990	Other Miscellaneous Nondurable Goods Merchant Wholesalers	NondurableGoods	Wholesale	Nondurable Goods
425120	Wholesale Trade Agents and Brokers	WholesaleTrade	Broker	Wholesale Trade
441110	New Car Dealers	NewCar	Sell	New Car
441120	Used Car Dealers	UsedCar	Sell	Used Car
441210	Recreational Vehicle Dealers	RecreationalVehicle	Sell	Recreational Vehicle
441222	Boat Dealers	BoatDealers	Sell	Boat Dealers
441227	Motorcycle, ATV, and All Other Motor Vehicle Dealers	Motorcycle	Sell	Motorcycle
441330	Automotive Parts and Accessories Retailers	AutomotiveParts	Sell	Automotive Parts
441340	Tire Dealers	TireDealers	Sell	Tire Dealers
444110	Home Centers	Home	Sell	Home
444120	Paint and Wallpaper Retailers	PaintWallpaper	Sell	Paint Wallpaper
444140	Hardware Retailers	HardwareRetailers	Sell	Hardware Retailers
444180	Other Building Material Dealers	BuildingMaterial	Sell	Building Material
444230	Outdoor Power Equipment Retailers	OutdoorPower	Sell	Outdoor Power
444240	Nursery, Garden Center, and Farm Supply Retailers	Nursery	Sell	Nursery
445110	Supermarkets and Other Grocery Retailers (except Convenience Retailers)	Supermarkets	Sell	Supermarkets
445131	Convenience Retailers	ConvenienceRetailers	Sell	Convenience Retailers
445132	Vending Machine Operators	VendingMachine	Sell	Vending Machine
445230	Fruit and Vegetable Retailers	FruitVegetable	Sell	Fruit Vegetable
445240	Meat Retailers	MeatRetailers	Sell	Meat Retailers
445250	Fish and Seafood Retailers	FishSeafood	Sell	Fish Seafood
445291	Baked Goods Retailers	BakedGoods	Sell	Baked Goods
445292	Confectionery and Nut Retailers	ConfectioneryNut	Sell	Confectionery Nut
445298	All Other Specialty Food Retailers	SpecialtyFood	Sell	Specialty Food
445320	Beer, Wine, and Liquor Retailers	Beer	Sell	Beer
449110	Furniture Retailers	FurnitureRetailers	Retail	Furniture Retailers
449121	Floor Covering Retailers	FloorCovering	Retail	Floor Covering
449122	Window Treatment Retailers	WindowTreatment	Retail	Window Treatment
449129	All Other Home Furnishings Retailers	HomeFurnishings	Retail	Home Furnishings
449210	Electronics and Appliance Retailers	ElectronicsAppliance	Retail	Electronics Appliance
455110	Department Stores	DepartmentStores	Retail	Department Stores
455211	Warehouse Clubs and Supercenters	WarehouseClubs	Retail	Warehouse Clubs
455219	All Other General Merchandise Retailers	GeneralMerchandise	Retail	General Merchandise
456110	Pharmacies and Drug Retailers	PharmaciesDrug	Retail	Pharmacies Drug
456120	Cosmetics, Beauty Supplies, and Perfume Retailers	Cosmetics	Retail	Cosmetics
456130	Optical Goods Retailers	OpticalGoods	Retail	Optical Goods
456191	Food (Health) Supplement Retailers	FoodSupplement	Retail	Food Supplement
456199	All Other Health and Personal Care Retailers	HealthPersonal	Retail	Health Personal
457110	Gasoline Stations with Convenience Stores	GasolineStations	Retail	Gasoline Stations
457120	Other Gasoline Stations	GasolineStations	Retail	Gasoline Stations
457210	Fuel Dealers	FuelDealers	Retail	Fuel Dealers
458110	Clothing and Clothing Accessories Retailers	ClothingClothing	Retail	Clothing Clothing
458210	Shoe Retailers	ShoeRetailers	Retail	Shoe Retailers
458310	Jewelry Retailers	JewelryRetailers	Retail	Jewelry Retailers
458320	Luggage and Leather Goods Retailers	LuggageLeather	Retail	Luggage Leather
459110	Sporting Goods Retailers	SportingGoods	Retail	Sporting Goods
459120	Hobby, Toy, and Game Retailers	Hobby	Retail	Hobby
459130	Sewing, Needlework, and Piece Goods Retailers	Sewing	Retail	Sewing
459140	Musical Instrument and Supplies Retailers	MusicalInstrument	Retail	Musical Instrument
459210	Book Retailers and News Dealers	BookRetailers	Retail	Book Retailers
459310	Florists	Florists	Retail	Florists
459410	Office Supplies and Stationery Retailers	OfficeSupplies	Retail	Office Supplies
459420	Gift, Novelty, and Souvenir Retailers	Gift	Retail	Gift
459510	Used Merchandise Retailers	UsedMerchandise	Retail	Used Merchandise
459910	Pet and Pet Supplies Retailers	PetPet	Retail	Pet Pet
459920	Art Dealers	ArtDealers	Retail	Art Dealers
459930	Manufactured (Mobile) Home Dealers	ManufacturedHome	Retail	Manufactured Home
459991	Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers	Tobacco	Retail	Tobacco
459999	All Other Miscellaneous Retailers	Retailers	Retail	Retailers
481111	Scheduled Passenger Air Transportation	ScheduledPassenger	Fly	Scheduled Passenger
481112	Scheduled Freight Air Transportation	ScheduledFreight	Fly	Scheduled Freight
481211	Nonscheduled Chartered Passenger Air Transportation	NonscheduledChartered	Fly	Nonscheduled Chartered
481212	Nonscheduled Chartered Freight Air Transportation	NonscheduledChartered	Fly	Nonscheduled Chartered
481219	Other Nonscheduled Air Transportation	NonscheduledAir	Fly	Nonscheduled Air
482111	Line-Haul Railroads	Line-HaulRailroads	Rail	Line-Haul Railroads
482112	Short Line Railroads	ShortLine	Rail	Short Line
483111	Deep Sea Freight Transportation	DeepSea	Ship	Deep Sea
483112	Deep Sea Passenger Transportation	DeepSea	Ship	Deep Sea
483113	Coastal and Great Lakes Freight Transportation	CoastalGreat	Ship	Coastal Great
483114	Coastal and Great Lakes Passenger Transportation	CoastalGreat	Ship	Coastal Great
483211	Inland Water Freight Transportation	InlandWater	Ship	Inland Water
483212	Inland Water Passenger Transportation	InlandWater	Ship	Inland Water
484110	General Freight Trucking, Local	GeneralFreight	Truck	General Freight
484121	General Freight Trucking, Long-Distance, Truckload	GeneralFreight	Truck	General Freight
484122	General Freight Trucking, Long-Distance, Less Than Truckload	GeneralFreight	Truck	General Freight
484210	Used Household and Office Goods Moving	UsedHousehold	Truck	Used Household
484220	Specialized Freight (except Used Goods) Trucking, Local	SpecializedFreight	Truck	Specialized Freight
484230	Specialized Freight (except Used Goods) Trucking, Long-Distance	SpecializedFreight	Truck	Specialized Freight
485111	Mixed Mode Transit Systems	MixedMode	Transit	Mixed Mode
485112	Commuter Rail Systems	CommuterRail	Transit	Commuter Rail
485113	Bus and Other Motor Vehicle Transit Systems	Bus	Transit	Bus
485119	Other Urban Transit Systems	UrbanTransit	Transit	Urban Transit
485210	Interurban and Rural Bus Transportation	InterurbanRural	Bus	Interurban Rural
485310	Taxi and Ridesharing Services	TaxiRidesharing	Drive	Taxi Ridesharing
485320	Limousine Service	Limousine	Drive	Limousine
485410	School and Employee Bus Transportation	SchoolEmployee	Bus	School Employee
485510	Charter Bus Industry	CharterBus	Charter	Charter Bus
485991	Special Needs Transportation	SpecialNeeds	Transport	Special Needs
485999	All Other Transit and Ground Passenger Transportation	TransitGround	Transport	Transit Ground
486110	Pipeline Transportation of Crude Oil	PipelineTransportation	Pipe	Pipeline Transportation
486210	Pipeline Transportation of Natural Gas	PipelineTransportation	Pipe	Pipeline Transportation
486910	Pipeline Transportation of Refined Petroleum Products	PipelineTransportation	Pipe	Pipeline Transportation
486990	All Other Pipeline Transportation	PipelineTransportation	Pipe	Pipeline Transportation
487110	Scenic and Sightseeing Transportation, Land	ScenicSightseeing	Tour	Scenic Sightseeing
487210	Scenic and Sightseeing Transportation, Water	ScenicSightseeing	Cruise	Scenic Sightseeing
487990	Scenic and Sightseeing Transportation, Other	ScenicSightseeing	Tour	Scenic Sightseeing
488111	Air Traffic Control	AirTraffic	Support	Air Traffic
488119	Other Airport Operations	AirportOperations	Support	Airport Operations
488190	Other Support Activities for Air Transportation	SupportActivities	Support	Support Activities
488210	Support Activities for Rail Transportation	SupportActivities	Support	Support Activities
488310	Port and Harbor Operations	PortHarbor	Support	Port Harbor
488320	Marine Cargo Handling	MarineCargo	Support	Marine Cargo
488330	Navigational Services to Shipping	NavigationalServices	Support	Navigational Services
488390	Other Support Activities for Water Transportation	SupportActivities	Support	Support Activities
488410	Motor Vehicle Towing	MotorVehicle	Support	Motor Vehicle
488490	Other Support Activities for Road Transportation	SupportActivities	Support	Support Activities
488510	Freight Transportation Arrangement	FreightTransportation	Arrange	Freight Transportation
488991	Packing and Crating	PackingCrating	Support	Packing Crating
488999	All Other Support Activities for Transportation	SupportActivities	Support	Support Activities
491110	Postal Service	Postal	Deliver	Postal
492110	Couriers and Express Delivery Services	CouriersExpress	Deliver	Couriers Express
492210	Local Messengers and Local Delivery	LocalMessengers	Deliver	Local Messengers
493110	General Warehousing and Storage	GeneralWarehousing	Store	General Warehousing
493120	Refrigerated Warehousing and Storage	RefrigeratedWarehousing	Store	Refrigerated Warehousing
493130	Farm Product Warehousing and Storage	FarmProduct	Store	Farm Product
493190	Other Warehousing and Storage	WarehousingStorage	Store	Warehousing Storage
512110	Motion Picture and Video Production	MotionPicture	Produce	Motion Picture
512120	Motion Picture and Video Distribution	MotionPicture	Produce	Motion Picture
512131	Motion Picture Theaters (except Drive-Ins)	MotionPicture	Produce	Motion Picture
512132	Drive-In Motion Picture Theaters	Drive-InMotion	Produce	Drive-In Motion
512191	Teleproduction and Other Postproduction Services	Teleproduction	Produce	Teleproduction
512199	Other Motion Picture and Video Industries	MotionPicture	Produce	Motion Picture
512230	Music Publishers	MusicPublishers	Record	Music Publishers
512240	Sound Recording Studios	SoundRecording	Record	Sound Recording
512250	Record Production and Distribution	RecordProduction	Record	Record Production
512290	Other Sound Recording Industries	SoundRecording	Record	Sound Recording
513110	Newspaper Publishers	NewspaperPublishers	Publish	Newspaper Publishers
513120	Periodical Publishers	PeriodicalPublishers	Publish	Periodical Publishers
513130	Book Publishers	BookPublishers	Publish	Book Publishers
513140	Directory and Mailing List Publishers	DirectoryMailing	Publish	Directory Mailing
513191	Greeting Card Publishers	GreetingCard	Publish	Greeting Card
513199	All Other Publishers	Publishers	Publish	Publishers
513210	Software Publishers	SoftwarePublishers	Develop	Software Publishers
516110	Radio Broadcasting Stations	RadioBroadcasting	Broadcast	Radio Broadcasting
516120	Television Broadcasting Stations	TelevisionBroadcasting	Broadcast	Television Broadcasting
516210	Media Streaming Distribution Services, Social Networks, and Other Media Networks and Content Providers	MediaStreaming	Stream	Media Streaming
517111	Wired Telecommunications Carriers	WiredTelecommunications	Connect	Wired Telecommunications
517112	Wireless Telecommunications Carriers (except Satellite)	WirelessTelecommunications	Connect	Wireless Telecommunications
